"log_diff_df.Date","BNB_BTC","BNB_ETH","BTC_ETH"
2020-03-31,9.85146720260741,13.4376719191298,10.8240709862644
2020-04-01,9.13827452613966,12.4567916890259,10.0983868591633
2020-04-02,8.65821366595489,11.49346435152,9.99381606407246
2020-04-03,8.19062892571308,11.0345359277745,9.85084858873666
2020-04-04,7.51534040460315,10.2200010604419,9.21734810254143
2020-04-05,7.33740567988321,9.88139704709389,8.88647338753313
2020-04-06,6.73070682879974,9.00272726292228,8.41763971688542
2020-04-07,13.2083864295959,24.2723538450408,17.3315461778199
2020-04-08,12.0953767902778,22.2896119864496,16.2010928689978
2020-04-09,11.1423272249337,20.6420704017473,15.546483584157
2020-04-10,10.0641920453547,18.5410969899292,14.5215328452184
2020-04-11,14.3492247415992,23.617378758875,16.2786566317457
2020-04-12,12.8460486719382,21.0530319482737,15.0695187352052
2020-04-13,11.8464271948993,19.272365499728,13.9660894327801
2020-04-14,11.174916584031,18.1730773875223,13.0469070852588
2020-04-15,10.5595023038849,17.1866650665915,12.1932963135198
2020-04-16,11.7965047241018,18.1366650008453,12.1325914403924
2020-04-17,14.1747948906863,22.7257726480076,16.156178956274
2020-04-18,12.6957101049672,20.2636241419125,14.9625683917021
2020-04-19,13.0324475475652,22.5234929385387,15.8409163607323
2020-04-20,12.0948663735699,21.0072708882094,14.9647771302484
2020-04-21,14.0061869143851,23.2535145209861,15.6710208651735
2020-04-22,12.5418739453938,20.7182546234328,14.5223884756406
2020-04-23,12.3978900863794,20.5291784433381,15.1690221315524
2020-04-24,12.0173432861917,18.6933577822247,14.8335150088269
2020-04-25,10.8040094867368,16.7280032089235,13.748823584796
2020-04-26,9.81818458833984,15.422847696671,12.9100427358971
2020-04-27,8.99757770983873,13.9565491969053,12.254076241282
2020-04-28,8.1598236316569,12.5612475193415,11.3974592792809
2020-04-29,7.45317902522937,11.3716159418838,10.6462074964311
2020-04-30,12.5591871049773,15.0606178073588,17.2322354196725
2020-05-01,11.6678695196576,14.4327864342426,16.5190996008618
2020-05-02,10.9597982142657,13.6174138208777,15.5260610350898
2020-05-03,9.91986152034882,12.2993028513572,14.4510895372899
2020-05-04,9.35737952217363,11.7608078826856,13.5186276573874
2020-05-05,8.52634052691327,10.8187292166729,12.6173856873429
2020-05-06,7.7370986169879,9.90749641677676,11.7058394297499
2020-05-07,7.31895012391362,10.24227662185,10.8782934092343
2020-05-08,8.76636146278008,10.9137037125661,13.1825253723253
2020-05-09,7.94681317025887,9.91018881200428,12.3353738397751
2020-05-10,7.73944469819457,9.32443675877431,11.6125847219916
2020-05-11,14.4001284421892,18.6522377336235,17.3042407832919
2020-05-12,13.4559913741447,17.2458641676208,16.247580394199
2020-05-13,13.1923890362118,16.6511520339381,15.3459522036826
2020-05-14,13.0326030500201,16.1606102520347,15.9683796463601
2020-05-15,12.1711375608059,14.6296401455839,15.4612842839932
2020-05-16,12.8196965217211,15.0801969283208,15.8726085190927
2020-05-17,11.6140656502872,13.8942763816611,14.7768979845823
2020-05-18,10.7996963302154,12.9140442349905,14.3422783320515
2020-05-19,9.90535217572139,12.2424045202869,13.4830465372154
2020-05-20,9.468479104095,11.6149873686517,12.4989760389212
2020-05-21,8.94299784809558,10.8490718018701,11.9833698405431
2020-05-22,10.459200930065,12.74874702769,12.9331619819027
2020-05-23,9.71498429315662,12.301056653149,12.2581009039342
2020-05-24,8.77717199187135,11.1248269311735,11.3863187127181
2020-05-25,9.4587339063483,11.2985705899791,11.8635788005501
2020-05-26,8.92541770072389,10.6529102577981,11.2644310876026
2020-05-27,8.15931928330897,9.80536293903791,10.5639862060529
2020-05-28,7.79354772829207,9.26520201094165,10.6659689414455
2020-05-29,8.2834440827879,10.138044565597,11.276177098565
2020-05-30,7.57214662455016,9.21380362171928,10.5051797816144
2020-05-31,8.04219344916936,11.7391534674796,11.8304556983838
2020-06-01,8.12581168299357,12.180182660629,11.6488028644336
2020-06-02,9.92375984654667,13.6077724306172,13.7364923237197
2020-06-03,11.0838712235415,13.8797105612716,14.7469462607109
2020-06-04,10.1380906276063,12.8110481706992,13.8989063667729
2020-06-05,9.15136043801237,11.5896880909063,12.8773652256482
2020-06-06,8.28933396719621,10.5021453323764,12.1639421315586
2020-06-07,7.55484891569438,9.56397868474147,11.3233560841501
2020-06-08,6.9124278318021,8.74716224129749,10.5767660737064
2020-06-09,6.3286453706525,8.00319717759984,9.87162532172548
2020-06-10,5.84362492263511,7.42104035850671,9.25053055433185
2020-06-11,5.39746281800604,6.84769408838838,8.74419324174513
2020-06-12,9.44966661404248,11.7186157413249,11.297111393163
2020-06-13,8.77422960169403,10.9556786783622,10.7522476852228
2020-06-14,7.99676972549636,9.98498425167887,10.0285956639717
2020-06-15,7.48584784988404,9.444862561109,9.64834823205232
2020-06-16,6.88223074537216,8.76736774683207,9.01692711637552
2020-06-17,6.30183333051821,8.02289692048387,8.53408767160761
2020-06-18,5.81535411574707,7.38043680616911,8.05350028596518
2020-06-19,5.56333415270651,7.0430199669135,7.66509678881895
2020-06-20,5.33952925222667,6.73463824311787,7.31811107367853
2020-06-21,4.95946958097512,6.22140871754271,6.91335190275398
2020-06-22,4.66937425302534,5.81353350132797,6.58069772556955
2020-06-23,5.39111397849299,7.01623124784095,7.92274356190971
2020-06-24,5.03508508387424,6.49646837591243,7.46859621559375
2020-06-25,5.53991534908844,6.97845731698519,7.94333571823533
2020-06-26,5.20888192966389,6.55385787717406,7.54540678563715
2020-06-27,4.96643828200584,6.23027176446867,7.23739161700038
2020-06-28,5.73945623659878,7.71736192601582,7.38044118056666
2020-06-29,5.37388587679065,7.20581025736805,7.03363698497178
2020-06-30,5.00688242291466,6.68354431427134,6.73536666958728
2020-07-01,4.70241412855296,6.24806454926888,6.44809511240704
2020-07-02,4.70362747365444,6.36967682709064,6.26197821582977
2020-07-03,4.89964573241598,6.55044600094548,6.15543083882145
2020-07-04,4.62472408861234,6.15207842192838,5.91523028329324
2020-07-05,4.44201659550966,5.93776085268014,5.73045944272458
2020-07-06,4.19028066214428,5.54730457663089,5.5168763964532
2020-07-07,5.45319181201786,7.91588906531299,6.44381022021123
2020-07-08,5.22298057060141,7.58019437570155,6.15915292258948
2020-07-09,5.35232090683928,7.78296717890101,6.2984593854233
2020-07-10,5.4598728536409,7.68826167799084,6.2702830697689
2020-07-11,5.2551704258738,7.20073676947517,5.96761527008899
2020-07-12,4.89325902861295,6.66049189619673,5.74034730628316
2020-07-13,5.03103223175694,6.89752037907312,5.56496866801984
2020-07-14,4.66142966598332,6.32590459022239,5.38477616109874
2020-07-15,4.44569959708492,5.9438606721514,5.1717609151696
2020-07-16,4.49735252856651,5.93410650680858,5.03917512388324
2020-07-17,4.61347019735472,6.25179301891425,5.03585495170158
2020-07-18,4.33893011196782,5.85393345694462,4.86586158096468
2020-07-19,4.06168394122643,5.43755176035251,4.69974539154964
2020-07-20,4.39971792717434,6.08309293008963,4.58846104630008
2020-07-21,4.35661241017911,6.02936897825062,4.47548665800025
2020-07-22,4.19017081724731,5.8182099112342,4.87555233528373
2020-07-23,4.14931793069815,6.37881444108737,5.50191668514808
2020-07-24,4.41975633673241,7.23560143365783,5.74615771309122
2020-07-25,4.19331077895889,7.04108968588864,5.48627294496693
2020-07-26,4.49152217292429,8.86006871533122,6.69011992720867
2020-07-27,3.98510862342806,8.08812135261759,6.70750883557274
2020-07-28,4.04782712706004,7.57337857900146,7.92172737246116
2020-07-29,3.73066756820354,6.95646148231615,7.67008843751436
2020-07-30,3.44517918783477,6.4632060006956,7.25870663600168
2020-07-31,3.22348042642512,6.12818762619584,6.96599817876851
2020-08-01,3.59439149077423,6.68976314432626,7.02631707647094
2020-08-02,4.71462149751333,10.3494194088688,9.41953837401008
2020-08-03,5.43861324313815,10.245801301949,10.0102603118728
2020-08-04,5.71879847749384,10.9777476843193,9.62147769357956
2020-08-05,5.2738044754912,10.0908036447223,9.00781173141665
2020-08-06,6.28979611658887,10.4847219064204,9.27081498248836
2020-08-07,5.86716705394924,9.87132199776694,8.69416912327015
2020-08-08,5.69895433408744,9.7881384049222,8.65014669978846
2020-08-09,5.45482409055915,9.65074468746811,8.42329289078965
2020-08-10,5.18763436633142,9.16446544465758,7.96124203235778
2020-08-11,4.83520774068171,8.39212646344773,7.57760727358274
2020-08-12,6.87944044987155,10.6242965466344,8.31256467683531
2020-08-13,6.29334025246066,9.66378060770248,7.91338158224859
2020-08-14,5.8983571165719,9.89511340207158,8.7148338900868
2020-08-15,6.25642014440217,11.2910992854328,8.3167644400947
2020-08-16,5.74762131536449,10.2111635018881,7.810266008819
2020-08-17,5.35329410225109,9.36972730914472,7.36528490717518
2020-08-18,4.95941266987463,8.53152502075643,6.95706681532882
2020-08-19,5.17979877163588,8.38370244093424,7.08380387009232
2020-08-20,5.27395742835922,8.62552175703704,7.11389619864405
2020-08-21,5.09478231464149,8.36786316192631,6.77764210165101
2020-08-22,5.75334402040381,10.1235053983636,7.62192562511804
2020-08-23,5.28679399712644,9.19440463485661,7.23301545008445
2020-08-24,4.97588707200727,8.61929808878367,6.86664706383458
2020-08-25,4.89753587932299,8.87973640353903,6.7140192575118
2020-08-26,6.24226406389247,11.1018451910362,7.69117201473275
2020-08-27,6.04624783052805,10.4467432972644,7.27176262884685
2020-08-28,5.70636318186215,10.0111992357878,6.92774598904869
2020-08-29,5.26736346766696,9.17457377715843,6.94861286975986
2020-08-30,4.90643681952241,8.35029245790415,6.57337361089844
