Date,Open,High,Low,Close
2020/5/19,9733.93,9897.21,9474,9775.53
2020/5/20,9775.13,9842,9326,9511.43
2020/5/21,9511.43,9578.47,8815,9068.65
2020/5/22,9067.51,9271,8933.52,9170
2020/5/23,9170,9307.85,9070,9179.15
2020/5/24,9179.01,9298,8700,8720.34
2020/5/25,8718.14,8979.66,8642.72,8900.35
2020/5/26,8900.35,9017.67,8700,8841.18
2020/5/27,8841,9225,8811.73,9204.07
2020/5/28,9204.07,9625.47,9110,9575.89
2020/5/29,9575.87,9605.26,9330,9427.07
2020/5/30,9426.6,9740,9331.23,9697.72
2020/5/31,9697.72,9700,9381.41,9448.27
2020/6/1,9448.27,10380,9421.67,10200.77
2020/6/2,10202.71,10228.99,9266,9518.04
2020/6/3,9518.02,9690,9365.21,9666.24
2020/6/4,9666.32,9881.63,9450,9789.06
2020/6/5,9788.14,9854.75,9581,9621.16
2020/6/6,9621.17,9735,9531.05,9666.3
2020/6/7,9666.85,9802,9372.46,9746.99
2020/6/8,9746.99,9800,9633,9782.01
2020/6/9,9782,9877,9570,9772.43
2020/6/10,9772.44,9992.72,9704.18,9885
2020/6/11,9885.22,9964,9113,9280.4
2020/6/12,9278.88,9557.12,9232.51,9465.13
2020/6/13,9464.96,9494.73,9351,9473.34
2020/6/14,9473.34,9480.99,9245,9342.1
2020/6/15,9342.1,9495,8910.45,9426.02
2020/6/16,9426.05,9589,9373.09,9525.59
2020/6/17,9526.97,9565,9236.61,9465.14
2020/6/18,9465.13,9489,9280,9386.32
2020/6/19,9386.32,9438.3,9215.79,9310.23
2020/6/20,9310.23,9395,9170.95,9358.95
2020/6/21,9358.95,9422,9281.54,9294.69
2020/6/22,9294.69,9780,9277.09,9685.69
2020/6/23,9685.69,9720,9577.03,9624.89
2020/6/24,9624.33,9670,9208,9296.49
2020/6/25,9298.33,9340,9009.69,9249.49
2020/6/26,9249.49,9298,9045.45,9162.21
2020/6/27,9162.21,9196.24,8833,9012
2020/6/28,9012,9191,8948.06,9116.35
2020/6/29,9116.16,9238,9024.67,9192.56
2020/6/30,9192.93,9205,9064.89,9138.55
2020/7/1,9138.08,9292,9080.1,9232
2020/7/2,9231.99,9261.96,8940,9086.54
2020/7/3,9086.54,9125,9037.47,9058.26
2020/7/4,9057.79,9190,9040.04,9135.46
2020/7/5,9135,9145.24,8893.03,9069.41
2020/7/6,9069.41,9375,9055.92,9344.2
2020/7/7,9342.47,9379.42,9203,9257.39
2020/7/8,9257.4,9470,9231,9436.06
2020/7/9,9436.06,9440.79,9160,9232.43
2020/7/10,9232.42,9317.48,9125,9288.34
2020/7/11,9288.34,9299.28,9178.25,9234.03
2020/7/12,9234.02,9345,9157.5,9302.75
2020/7/13,9303.31,9343.82,9200.89,9242.62
2020/7/14,9242.61,9279.54,9113,9255.85
2020/7/15,9255.85,9276.49,9160.57,9197.6
2020/7/16,9197.6,9226.15,9047.25,9133.72
2020/7/17,9133.72,9186.83,9089.81,9154.32
2020/7/18,9154.31,9219.3,9121.1,9170.28
2020/7/19,9170.3,9232.27,9101.35,9208.99
2020/7/20,9208.99,9221.52,9131,9160.78
2020/7/21,9160.78,9437.73,9152.8,9390
2020/7/22,9390,9544,9261,9518.16
2020/7/23,9518.16,9664,9440.33,9603.27
2020/7/24,9603.27,9637,9463.44,9537.8
2020/7/25,9538.1,9732.9,9513,9700.42
2020/7/26,9700.42,10111,9650,9931.54
2020/7/27,9931.54,11394.86,9917.21,11029.96
2020/7/28,11029.96,11242.23,10565,10906.27
2020/7/29,10906.27,11342.82,10812,11100.53
2020/7/30,11100.52,11170,10831,11099.61
2020/7/31,11099.79,11444,10960,11335.46
2020/8/1,11335.46,11861,11220,11801.17
2020/8/2,11801.17,12123.46,10518.5,11071.35
2020/8/3,11071.36,11473,10936,11219.81
2020/8/4,11219.68,11414.98,11000,11191.97
2020/8/5,11191.99,11780.93,11093,11744.91
2020/8/6,11744.91,11900,11562.5,11762.46
2020/8/7,11762.47,11909.94,11322,11594.23
2020/8/8,11594.36,11808.27,11512,11761.41
2020/8/9,11761.02,11797.11,11521.97,11681.68
2020/8/10,11681.69,12067.35,11450,11892.92
2020/8/11,11892.9,11935,11125,11392.08
2020/8/12,11392.09,11617.52,11150,11564.33
2020/8/13,11564.34,11792.96,11270.36,11780
2020/8/14,11779.77,11850,11634.03,11760.54
2020/8/15,11760.55,11980,11680,11852.4
2020/8/16,11852.4,11931.72,11686,11911
2020/8/17,11910.99,12468,11769.78,12281.13
2020/8/18,12281.15,12387.77,11817.93,11945.01
2020/8/19,11945.1,12020.08,11561,11754.59
2020/8/20,11754.38,11888,11668,11853.55
2020/8/21,11853.54,11878,11485.81,11531.34
2020/8/22,11531.23,11686,11376.81,11662.96
2020/8/23,11663.51,11718.07,11514.13,11648.13
2020/8/24,11648.12,11824.9,11585.09,11748.2
2020/8/25,11748.19,11767.85,11117.64,11318.42
2020/8/26,11318.42,11539.32,11244,11461.43
2020/8/27,11461.42,11592.2,11125,11330.38
2020/8/28,11330.38,11542.65,11276.89,11526.91
2020/8/29,11526.9,11580.02,11417.04,11465.84
2020/8/30,11465.84,11719,11458,11711.16
2020/8/31,11711.17,11800.77,11570,11649.51
2020/9/1,11649.51,12050.85,11515,11921.97
2020/9/2,11921.97,11954.57,11160.1,11388.54
2020/9/3,11388.54,11462.6,9960.8,10140.85
2020/9/4,10138.29,10627.05,9875.5,10446.25
2020/9/5,10446.25,10565.68,9825,10166.69
2020/9/6,10166.69,10347.14,9994.86,10256.2
2020/9/7,10255.89,10410.75,9875,10373.44
2020/9/8,10373.45,10438,9850,10126.65
2020/9/9,10126.66,10343,9981.01,10219.2
2020/9/10,10219.29,10483.35,10070.83,10336.87
2020/9/11,10336.86,10397.6,10200,10387.89
2020/9/12,10387.89,10477.97,10269.25,10440.92
2020/9/13,10440.67,10580.11,10200,10332.83
2020/9/14,10332.84,10750,10212.34,10671.77
2020/9/15,10671.77,10930.04,10606.48,10785.31
2020/9/16,10785.23,11093,10661.22,10954.01
2020/9/17,10954.01,11045.46,10745.83,10939.99
2020/9/18,10940,11038.03,10812.84,10933.39
2020/9/19,10933.4,11179.79,10887.37,11080.65
2020/9/20,11080.64,11080.64,10723,10920.28
2020/9/21,10920.28,10988.86,10296.35,10417.22
2020/9/22,10417.22,10572.71,10353,10529.61
2020/9/23,10529.61,10537.15,10136.82,10241.46
2020/9/24,10241.46,10795.24,10190.93,10736.32
2020/9/25,10736.33,10760.53,10556.24,10686.67
2020/9/26,10686.57,10820.94,10644.68,10728.6
2020/9/27,10728.59,10799,10594.82,10774.25
2020/9/28,10774.26,10950,10626,10696.12
2020/9/29,10696.11,10867.54,10635.87,10840.48
2020/9/30,10840.58,10849.34,10665.13,10776.59
2020/10/1,10776.59,10920,10437,10619.13
2020/10/2,10619.13,10664.64,10374,10570.4
2020/10/3,10570.4,10603.56,10496.46,10542.06
2020/10/4,10542.07,10696.87,10517.87,10666.63
2020/10/5,10666.62,10798,10615.64,10792.21
2020/10/6,10792.2,10800,10525,10599.66
2020/10/7,10599.65,10681.87,10546.17,10666.39
2020/10/8,10666.4,10950,10530.41,10925.57
2020/10/9,10925.44,11104.64,10829,11050.64
2020/10/10,11050.64,11491,11050.51,11293.22
2020/10/11,11293.22,11445,11221,11369.02
2020/10/12,11369.02,11720.01,11172,11528.25
2020/10/13,11528.24,11557,11300,11420.56
2020/10/14,11420.57,11547.98,11280,11417.89
2020/10/15,11417.89,11617.34,11250.83,11505.12
2020/10/16,11505.13,11541.15,11200,11319.32
2020/10/17,11319.24,11402.42,11255,11360.2
2020/10/18,11360.31,11505,11346.22,11503.14
2020/10/19,11503.14,11823.99,11407.96,11751.47
2020/10/20,11751.46,12038.38,11677.59,11909.99
2020/10/21,11910,13217.68,11886.95,12780.96
2020/10/22,12780.75,13185,12678.08,12968.52
2020/10/23,12968.84,13027.69,12720.08,12923.07
2020/10/24,12923.06,13166.73,12870,13111.73
2020/10/25,13111.73,13350,12888,13028.83
2020/10/26,13029.64,13238.81,12765,13052.19
2020/10/27,13052.15,13789.29,13019.87,13636.17
2020/10/28,13636.16,13859.48,12888,13266.4
2020/10/29,13266.4,13642.91,12920.77,13455.7
2020/10/30,13455.69,13669.98,13115,13560.1
2020/10/31,13560.1,14100,13411.5,13791
2020/11/1,13791,13895,13603,13761.5
2020/11/2,13761.49,13830,13195.05,13549.37
2020/11/3,13549.63,14066.11,13284.99,14023.53
2020/11/4,14023.53,14259,13525,14144.01
2020/11/5,14144.01,15750,14093.56,15590.02
2020/11/6,15590.02,15960,15166,15579.92
2020/11/7,15579.93,15753.52,14344.22,14818.3
2020/11/8,14818.3,15650,14703.88,15475.1
2020/11/9,15475.1,15840,14805.54,15328.41
2020/11/10,15328.41,15460,15072.46,15297.21
2020/11/11,15297.21,15965,15272.68,15684.24
2020/11/12,15684.25,16340.7,15440.64,16291.86
2020/11/13,16291.85,16480,15952.35,16320.7
2020/11/14,16320.04,16326.99,15670,16070.45
2020/11/15,16069.56,16180,15774.72,15957
2020/11/16,15957,16880,15864,16713.57
2020/11/17,16713.08,17858.82,16538,17659.38
2020/11/18,17659.38,18476.93,17214.45,17776.12
2020/11/19,17777.75,18179.8,17335.65,17802.82
2020/11/20,17802.81,18815.22,17740.04,18655.67
2020/11/21,18655.66,18965.9,18308.58,18703.8
2020/11/22,18703.8,18750,17610.86,18414.43
2020/11/23,18413.88,18766,18000,18368
2020/11/24,18368.01,19418.97,18018,19160.01
2020/11/25,19160,19484.21,18500.27,18719.11
2020/11/26,18718.83,18915.03,16188,17149.47
2020/11/27,17149.47,17457.62,16438.08,17139.52
2020/11/28,17139.53,17880.49,16865.56,17719.85
2020/11/29,17719.84,18360.05,17517,18184.99
2020/11/30,18185,19863.16,18184.99,19695.87
2020/12/1,19695.87,19888,18001.12,18764.96
2020/12/2,18764.96,19342,18330,19204.09
2020/12/3,19204.08,19598,18867.2,19421.9
2020/12/4,19422.34,19527,18565.31,18650.52
2020/12/5,18650.51,19177,18500,19147.66
2020/12/6,19147.66,19420,18857,19359.4
2020/12/7,19358.67,19420.91,18902.88,19166.9
2020/12/8,19166.9,19294.84,18200,18324.11
2020/12/9,18324.11,18639.57,17650,18541.28
2020/12/10,18541.29,18557.32,17911.12,18254.63
2020/12/11,18254.81,18292.73,17572.33,18036.53
2020/12/12,18036.53,18948.66,18020.7,18808.69
2020/12/13,18808.69,19411,18711.12,19174.99
2020/12/14,19174.99,19349,19000,19273.14
2020/12/15,19273.69,19570,19050,19426.43
2020/12/16,19426.43,21560,19278.6,21335.52
2020/12/17,21335.52,23800,21230,22797.16
2020/12/18,22797.15,23285.18,22350,23107.39
2020/12/19,23107.39,24171.47,22750,23821.61
2020/12/20,23821.6,24295,23060,23455.52
2020/12/21,23455.54,24102.77,21815,22719.71
2020/12/22,22719.88,23837.1,22353.4,23810.79
2020/12/23,23810.79,24100,22600,23232.76
2020/12/24,23232.39,23794.43,22703.42,23729.2
2020/12/25,23728.99,24789.86,23433.6,24712.47
2020/12/26,24712.47,26867.03,24500,26493.39
2020/12/27,26493.4,28422,25700,26281.66
2020/12/28,26281.54,27500,26101,27079.41
2020/12/29,27079.42,27410,25880,27385
2020/12/30,27385,28996,27320,28875.54
2020/12/31,28875.55,29300,27850,28923.63
2021/1/1,28923.63,29600,28624.57,29331.69
2021/1/2,29331.7,33300,28946.53,32178.33
2021/1/3,32176.45,34778.11,31962.99,33000.05
2021/1/4,33000.05,33600,28130,31988.71
2021/1/5,31989.75,34360,29900,33949.53
2021/1/6,33949.53,36939.21,33288,36769.36
2021/1/7,36769.36,40365,36300,39432.28
2021/1/8,39432.48,41950,36500,40582.81
2021/1/9,40586.96,41380,38720,40088.22
2021/1/10,40088.22,41350,35111.11,38150.02
2021/1/11,38150.02,38264.74,30420,35404.47
2021/1/12,35410.37,36628,32531,34051.24
2021/1/13,34049.15,37850,32380,37371.38
2021/1/14,37371.38,40100,36701.23,39144.5
2021/1/15,39145.21,39747.76,34408,36742.22
2021/1/16,36737.43,37950,35357.8,35994.98
2021/1/17,35994.98,36852.5,33850,35828.61
2021/1/18,35824.99,37469.83,34800,36631.27
2021/1/19,36622.46,37850,35844.06,35891.49
2021/1/20,35901.94,36415.31,33400,35468.23
2021/1/21,35468.23,35600,30071,30850.13
2021/1/22,30851.99,33826.53,28850,32945.17
2021/1/23,32950,33456,31390.16,32078
2021/1/24,32078,33071,30900,32259.9
2021/1/25,32259.45,34875,31910,32254.2
2021/1/26,32254.19,32921.88,30837.37,32467.77
2021/1/27,32464.01,32557.29,29241.72,30366.15
2021/1/28,30362.19,33783.98,29842.1,33364.86
2021/1/29,33368.18,38531.9,31915.4,34252.2
2021/1/30,34246.28,34933,32825,34262.88
2021/1/31,34262.89,34342.69,32171.67,33092.98
2021/2/1,33092.97,34717.27,32296.16,33526.37
2021/2/2,33517.09,35984.33,33418,35466.24
2021/2/3,35472.71,37662.63,35362.38,37618.87
2021/2/4,37620.26,38708.27,36161.95,36936.66
2021/2/5,36936.65,38310.12,36570,38290.24
2021/2/6,38289.32,40955.51,38215.94,39186.94
2021/2/7,39181.01,39700,37351,38795.69
2021/2/8,38795.69,46794.45,37988.89,46374.87
2021/2/9,46374.86,48142.19,44961.09,46420.42
2021/2/10,46420.42,47310,43727,44807.58
2021/2/11,44807.58,48678.9,43994.02,47969.51
2021/2/12,47968.66,48985.8,46125,47287.6
2021/2/13,47298.15,48150,46202.53,47153.69
2021/2/14,47156.78,49707.43,47014.17,48577.79
2021/2/15,48580.47,49010.92,45570.79,47911.1
2021/2/16,47911.1,50689.18,47003.62,49133.45
2021/2/17,49133.45,52618.74,48947,52119.71
2021/2/18,52117.67,52530,50901.9,51552.6
2021/2/19,51552.61,56368,50710.2,55906
2021/2/20,55906,57700.46,53863.93,55841.19
2021/2/21,55841.19,58352.8,55477.59,57408.57
2021/2/22,57412.35,57508.47,47622,54087.67
2021/2/23,54087.67,54183.59,44892.56,48891
2021/2/24,48891,51374.99,46988.69,49676.2
2021/2/25,49676.21,52041.73,46674.34,47073.73
2021/2/26,47073.73,48424.11,44106.78,46276.87
2021/2/27,46276.88,48394,45000,46106.43
2021/2/28,46103.67,46638.46,43000,45135.66
2021/3/1,45134.11,49790,44950.53,49587.03
2021/3/2,49595.76,50200,47047.6,48440.65
2021/3/3,48436.61,52640,48100.71,50349.37
2021/3/4,50349.37,51773.88,47500,48374.09
2021/3/5,48374.09,49448.93,46300,48751.71
2021/3/6,48746.81,49200,47070,48882.2
2021/3/7,48882.2,51450.03,48882.2,50971.75
2021/3/8,50959.11,52402.78,49274.67,52375.17
2021/3/9,52375.18,54895,51789.41,54884.5
2021/3/10,54874.67,57387.69,53005,55851.59
2021/3/11,55851.59,58150,54272.82,57773.16
2021/3/12,57773.15,58081.51,54962.84,57221.72
2021/3/13,57221.72,61844,56078.23,61188.39
2021/3/14,61188.38,61724.79,58966.78,58968.31
2021/3/15,58976.08,60633.43,54600,55605.2
2021/3/16,55605.2,56938.29,53271.34,56900.75
2021/3/17,56900.74,58974.73,54123.69,58912.97
2021/3/18,58912.97,60129.97,57023,57648.16
2021/3/19,57641,59468,56270.74,58030.01
2021/3/20,58030.01,59880,57820.17,58102.28
2021/3/21,58100.02,58589.1,55450.11,57351.56
2021/3/22,57351.56,58430.73,53650,54083.25
2021/3/23,54083.25,55830.9,53000,54340.89
2021/3/24,54342.8,57200,51700,52303.65
2021/3/25,52303.66,53287,50427.56,51293.78
2021/3/26,51293.78,55073.46,51214.6,55025.59
2021/3/27,55025.59,56700.36,53950,55817.14
2021/3/28,55817.14,56559.75,54691.84,55777.63
2021/3/29,55777.65,58405.82,54800.01,57635.47
2021/3/30,57635.46,59368,57071.35,58746.57
2021/3/31,58746.57,59800,56769,58740.55
2021/4/1,58739.46,59490,57935.45,58720.44
2021/4/2,58720.45,60200,58428.57,58950.01
2021/4/3,58950.01,59791.72,56880,57051.94
2021/4/4,57051.95,58492.85,56388,58202.01
2021/4/5,58202.01,59272,56777.77,59129.99
2021/4/6,59129.99,59495.24,57413.02,57991.15
2021/4/7,57990.03,58655,55473,55953.45
2021/4/8,55953.44,58153.31,55700,58077.52
2021/4/9,58077.52,58894.9,57654,58142.54
2021/4/10,58142.55,61500,57900.01,59769.13
2021/4/11,59769.13,60699,59232.52,60002.43
2021/4/12,59998.8,61300,59350.59,59860
2021/4/13,59860.01,63777.77,59805.15,63575
2021/4/14,63575.01,64854,61301,62959.53
2021/4/15,62959.53,63800,62020,63159.98
2021/4/16,63158.74,63520.61,60000,61334.8
2021/4/17,61334.81,62506.05,59580.91,60006.66
2021/4/18,60006.67,60499,50931.3,56150.01
2021/4/19,56150.01,57526.81,54221.58,55633.14
2021/4/20,55633.14,57076.24,53329.96,56425
2021/4/21,56425,56757.91,53536.02,53787.63
2021/4/22,53787.62,55521.48,50500,51690.96
2021/4/23,51690.95,52131.85,47500,51125.14
2021/4/24,51110.56,51166.22,48657.14,50047.84
2021/4/25,50047.84,50567.91,46930,49066.77
2021/4/26,49066.76,54356.62,48753.44,54001.39
2021/4/27,54001.38,55460,53222,55011.97
2021/4/28,55011.97,56428,53813.16,54846.22
2021/4/29,54846.23,55195.84,52330.94,53555
2021/4/30,53555,57963,53013.01,57694.27
2021/5/1,57697.25,58458.07,56956.14,57800.37
2021/5/2,57797.35,57911.02,56035.25,56578.21
2021/5/3,56578.21,58981.44,56435,57169.39
2021/5/4,57169.39,57200,53046.69,53200.01
2021/5/5,53205.05,58069.82,52900,57436.11
2021/5/6,57436.11,58360,55200,56393.68
2021/5/7,56393.68,58650,55241.63,57314.75
2021/5/8,57315.49,59500,56900,58862.05
2021/5/9,58866.53,59300,56235.66,58240.84
2021/5/10,58240.83,59500,53400,55816.14
2021/5/11,55816.14,56862.43,54370,56670.02
2021/5/12,56670.02,58000.01,48600,49631.32
2021/5/13,49537.15,51367.19,46000,49670.97
2021/5/14,49671.92,51483,48799.75,49841.45
2021/5/15,49844.16,50700,46555,46762.99
2021/5/16,46762.99,49795.89,43825.39,46431.5
2021/5/17,46426.83,46686,42001,43538.04
2021/5/18,43538.02,45799.29,42250.02,42849.78
2021/5/19,42849.78,43584.9,30000,36690.09
2021/5/20,36671.23,42451.67,34850,40526.64
2021/5/21,40525.39,42200,33488,37252.01
2021/5/22,37263.35,38829,35200.62,37449.73
2021/5/23,37458.51,38270.64,31111.01,34655.25
2021/5/24,34681.44,39920,34031,38796.29
2021/5/25,38810.99,39791.77,36419.62,38324.72
2021/5/26,38324.72,40841,37800.44,39241.91
2021/5/27,39241.92,40411.14,37134.27,38529.98
2021/5/28,38529.99,38877.83,34684,35663.49
2021/5/29,35661.79,37338.58,33632.76,34605.15
2021/5/30,34605.15,36488,33379,35641.27
2021/5/31,35641.26,37499,34153.84,37253.81
2021/6/1,37253.82,37894.81,35666,36693.09
2021/6/2,36694.85,38225,35920,37568.68
2021/6/3,37568.68,39476,37170,39246.79
2021/6/4,39246.78,39289.07,35555.15,36829
2021/6/5,36829.15,37925,34800,35513.2
2021/6/6,35516.07,36480,35222,35796.31
2021/6/7,35796.31,36900,33300,33552.79
2021/6/8,33556.96,34068.01,31000,33380.81
2021/6/9,33380.8,37534.79,32396.82,37388.05
2021/6/10,37388.05,38491,35782,36675.72
2021/6/11,36677.83,37680.4,35936.77,37331.98
2021/6/12,37331.98,37463.63,34600.36,35546.11
2021/6/13,35546.12,39380,34757,39020.57
2021/6/14,39020.56,41064.05,38730,40516.29
2021/6/15,40516.28,41330,39506.4,40144.04
2021/6/16,40143.8,40527.14,38116.01,38349.01
2021/6/17,38349,39559.88,37365,38092.97
2021/6/18,38092.97,38202.84,35129.29,35819.84
2021/6/19,35820.48,36457,34803.52,35483.72
2021/6/20,35483.72,36137.72,33336,35600.16
2021/6/21,35600.17,35750,31251.23,31608.93
2021/6/22,31614.12,33298.78,28805,32509.56
2021/6/23,32509.56,34881,31683,33678.07
2021/6/24,33675.07,35298,32286.57,34663.09
2021/6/25,34663.08,35500,31275,31584.45
2021/6/26,31576.09,32730,30151,32283.65
2021/6/27,32283.65,34749,31973.45,34700.34
2021/6/28,34702.49,35297.71,33862.72,34494.89
2021/6/29,34494.89,36600,34225.43,35911.73
2021/6/30,35911.72,36100,34017.55,35045
2021/7/1,35045,35057.57,32711,33504.69
2021/7/2,33502.33,33977.04,32699,33786.55
2021/7/3,33786.54,34945.61,33316.73,34669.13
2021/7/4,34669.12,35967.85,34357.15,35286.51
2021/7/5,35288.13,35293.78,33125.55,33690.14
2021/7/6,33690.15,35118.88,33532,34220.01
2021/7/7,34220.02,35059.09,33777.77,33862.12
2021/7/8,33862.11,33929.64,32077,32875.71
2021/7/9,32875.71,34100,32261.07,33815.81
2021/7/10,33815.81,34262,33004.78,33502.87
2021/7/11,33502.87,34666,33306.47,34258.99
2021/7/12,34259,34678.43,32658.34,33086.63
2021/7/13,33086.94,33340,32202.25,32729.77
2021/7/14,32729.12,33114.03,31550,32820.02
2021/7/15,32820.03,33185.25,31133,31880
2021/7/16,31874.49,32249.18,31020,31383.87
2021/7/17,31383.86,31955.92,31164.31,31520.07
2021/7/18,31520.07,32435,31108.97,31778.56
2021/7/19,31778.57,31899,30407.44,30839.65
2021/7/20,30839.65,31063.07,29278,29790.35
2021/7/21,29790.34,32858,29482.61,32144.51
2021/7/22,32144.51,32591.35,31708,32287.83
2021/7/23,32287.58,33650,31924.32,33634.09
2021/7/24,33634.1,34500,33401.14,34258.14
2021/7/25,34261.51,35398,33851.12,35381.02
2021/7/26,35381.02,40550,35205.78,37237.6
2021/7/27,37241.33,39542.61,36383,39457.87
2021/7/28,39456.61,40900,38772,40019.56
2021/7/29,40019.57,40640,39200,40016.48
2021/7/30,40018.49,42316.71,38313.23,42206.37
2021/7/31,42206.36,42448,41000.15,41461.83
2021/8/1,41461.84,42599,39422.01,39845.44
2021/8/2,39850.27,40480.01,38690,39147.82
2021/8/3,39146.86,39780,37642.03,38207.05
2021/8/4,38207.04,39969.66,37508.56,39723.18
2021/8/5,39723.17,41350,37332.7,40862.46
2021/8/6,40862.46,43392.43,39853.86,42836.87
2021/8/7,42836.87,44700,42446.41,44572.54
2021/8/8,44572.54,45310,43261,43794.37
2021/8/9,43794.36,46454.15,42779,46253.4
2021/8/10,46248.87,46700,44589.46,45584.99
2021/8/11,45585,46743.47,45341.14,45511
2021/8/12,45510.67,46218.12,43770,44399
2021/8/13,44400.06,47886,44217.39,47800
2021/8/14,47799.99,48144,45971.03,47068.51
2021/8/15,47068.5,47372.27,45500,46973.82
2021/8/16,46973.82,48053.83,45660,45901.29
2021/8/17,45901.3,47160,44376,44695.95
2021/8/18,44695.95,46000,44203.28,44705.29
2021/8/19,44699.37,47033,43927.7,46760.62
2021/8/20,46760.62,49382.99,46622.99,49322.47
2021/8/21,49322.47,49757.04,48222,48821.87
2021/8/22,48821.88,49500,48050,49239.22
2021/8/23,49239.22,50500,49029,49488.85
2021/8/24,49488.85,49860,47600,47674.01
2021/8/25,47674.01,49264.3,47126.28,48973.32
2021/8/26,48973.32,49352.84,46250,46843.87
2021/8/27,46843.86,49149.93,46348,49069.9
2021/8/28,49069.9,49299,48346.88,48895.35
2021/8/29,48895.35,49632.27,47762.54,48767.83
2021/8/30,48767.84,48888.61,46853,46982.91
2021/8/31,46982.91,48246.11,46700,47100.89
2021/9/1,47100.89,49156,46512,48810.52
2021/9/2,48810.51,50450.13,48584.06,49246.64
2021/9/3,49246.63,51000,48316.84,49999.14
2021/9/4,49998,50535.69,49370,49915.64
2021/9/5,49917.54,51900,49450,51756.88
2021/9/6,51756.88,52780,50969.33,52663.9
2021/9/7,52666.2,52920,42843.05,46863.73
2021/9/8,46868.57,47340.99,44412.02,46048.31
2021/9/9,46048.31,47399.97,45513.08,46395.14
2021/9/10,46395.14,47033,44132.29,44850.91
2021/9/11,44842.2,45987.93,44722.22,45173.69
2021/9/12,45173.68,46460,44742.06,46025.24
2021/9/13,46025.23,46880,43370,44940.73
2021/9/14,44940.72,47250,44594.44,47111.52
2021/9/15,47103.28,48500,46682.32,48121.41
2021/9/16,48121.4,48557,47021.1,47737.82
2021/9/17,47737.81,48150,46699.56,47299.98
2021/9/18,47299.98,48843.2,47035.56,48292.74
2021/9/19,48292.75,48372.83,46829.18,47241.75
2021/9/20,47241.75,47347.25,42500,43015.62
2021/9/21,43016.64,43639,39600,40734.38
2021/9/22,40734.09,44000.55,40565.39,43543.61
2021/9/23,43546.37,44978,43069.09,44865.26
2021/9/24,44865.26,45200,40675,42810.57
2021/9/25,42810.58,42966.84,41646.28,42670.64
2021/9/26,42670.63,43950,40750,43160.9
2021/9/27,43160.9,44350,42098,42147.35
2021/9/28,42147.35,42787.38,40888,41026.54
2021/9/29,41025.01,42590,40753.88,41524.28
2021/9/30,41524.29,44141.37,41410.17,43824.1
2021/10/1,43820.01,48495,43283.03,48141.61
2021/10/2,48141.6,48336.59,47430.18,47634.9
2021/10/3,47634.89,49228.08,47088,48200.01
2021/10/4,48200.01,49536.12,46891,49224.94
2021/10/5,49224.93,51886.3,49022.4,51471.99
2021/10/6,51471.99,55750,50382.41,55315
2021/10/7,55315,55332.31,53357,53785.22
2021/10/8,53785.22,56100,53617.61,53951.43
2021/10/9,53955.67,55489,53661.67,54949.72
