"log_diff_df.Date","BNB","BTC","ETH"
2020-06-29,7.34895039286309,6.45531775245677,10.3533594895174
2020-06-30,6.67924280467288,6.20849265514403,9.89042392802963
2020-07-01,6.15090874545698,5.97546847160504,9.44094418163712
2020-07-02,6.48221699320173,5.77797064131769,9.26674635740403
2020-07-03,7.06489870022762,5.70847055892347,9.0289084323274
2020-07-04,6.53800246326482,5.51934512976497,8.64629181537372
2020-07-05,6.25575595392944,5.35122261768873,8.41530653948841
2020-07-06,5.75564235930174,5.20708221893599,8.0390415528938
2020-07-07,8.62028162470649,5.56349093393137,10.0620132608173
2020-07-08,9.12528728936505,5.39106785912291,9.52829302973322
2020-07-09,9.26693464088801,5.44738635665962,9.75369098165985
2020-07-10,9.26192484214108,5.55640277384656,9.49560515398684
2020-07-11,9.0681883997073,5.36527871709157,9.01470453705432
2020-07-12,8.542326737481,5.21471452734271,8.60464916881839
2020-07-13,9.55682640463308,5.07783089223068,8.33225648692757
2020-07-14,8.58689572471232,4.94765374458452,8.03164043644552
2020-07-15,8.23366709710369,4.8089665230266,7.66040573307535
2020-07-16,8.54037175220543,4.73169693794321,7.39753899049842
2020-07-17,9.02746079947136,4.67653957696913,7.51739659254591
2020-07-18,8.22324762065348,4.56627057576009,7.23676997996257
2020-07-19,7.39767230969699,4.465558451951,7.00716307247977
2020-07-20,9.77602424216323,4.38361088255232,6.85960151899241
2020-07-21,9.88202140020849,4.3099511162675,6.6624477430145
2020-07-22,8.94052960574871,4.52875143292049,7.29586474135452
2020-07-23,8.49883969218986,4.55351863507113,10.569241441172
2020-07-24,9.34818587692211,4.55399181251534,11.4684673106636
2020-07-25,9.12767951313973,4.46644302566434,10.9897696338189
2020-07-26,9.62310641320546,4.58802932567112,16.2430780175485
2020-07-27,8.81647404768532,5.02241247626115,15.5272553374469
2020-07-28,7.94630828965139,11.724546704024,15.1557346189874
2020-07-29,7.63470708848844,11.1288185882406,14.5689105330682
2020-07-30,7.16499127971349,10.563415084221,13.6164131544395
2020-07-31,6.4924396262571,9.87501408466491,14.4081949826125
2020-08-01,7.35107994358869,9.60697122250208,14.3583417918945
2020-08-02,9.52706677493163,10.113739112047,22.3677563761497
2020-08-03,9.5797215978064,11.703257245562,21.5002171113191
2020-08-04,11.3506656436012,10.9992363580068,20.799322840055
2020-08-05,10.2613566455923,10.2598072434848,19.3994621505763
2020-08-06,11.5760692174965,11.1086746301056,18.5708604297743
2020-08-07,10.9016766453207,10.3584069602472,17.4305897403128
2020-08-08,10.3897225378337,9.89997558331837,17.6137513387724
2020-08-09,9.91624002815486,9.33781335423249,17.5970403335053
2020-08-10,9.51151256676807,8.77941426577541,16.5392808091654
2020-08-11,8.52654307778679,8.40052611613484,15.4700227648011
2020-08-12,13.1271865161936,9.22033154320998,15.812908759645
2020-08-13,11.5684170672596,8.73544887845114,14.9271121633986
2020-08-14,10.4056375438257,8.42710249498152,19.838013153165
2020-08-15,13.9696312962014,7.94720009974227,19.266227825452
2020-08-16,12.2851831805871,7.59710971040595,17.9335314350711
2020-08-17,11.2158071524146,7.19751530456074,16.6738074521886
2020-08-18,9.94297881690771,7.41791035408204,15.5581924081514
2020-08-19,9.75060945365684,7.71413225110204,14.9858314418451
2020-08-20,9.95073663564112,7.51301816399258,14.9682237906838
2020-08-21,9.85409118866703,7.13217916884578,14.1596375445261
2020-08-22,11.384698690293,7.24686965274619,16.540845741372
2020-08-23,10.0824318414093,6.89584729966414,15.5025564468972
2020-08-24,9.41165157485228,6.56673293546843,14.5739015084283
2020-08-25,9.60782577081489,6.28744772953271,14.6956594396043
2020-08-26,12.6363152816936,6.81203648224132,16.2610590956773
2020-08-27,12.420316864823,6.51918432229276,15.1513857031291
2020-08-28,13.2860027299897,6.31423775957844,14.1648241536999
2020-08-29,11.6968812073354,6.25301389144285,14.0008024060163
2020-08-30,10.450171909792,6.00903019505435,13.1316766060905
2020-08-31,10.2535671420196,6.03787765241562,15.9951032593091
2020-09-01,9.67227463810938,5.7931698178499,15.0574749775113
2020-09-02,13.7632903726845,5.88326914961913,19.7413882516132
2020-09-03,12.1500408479244,6.67399717816876,21.9443341156741
2020-09-04,64.634586729048,15.7184647619628,35.0054194442387
2020-09-05,55.5324662429519,14.7183456047956,32.2421525504461
2020-09-06,55.2498232927806,14.1557956198714,43.8361126923917
2020-09-07,84.409435539742,13.1142774053812,41.2956081694296
2020-09-08,72.6152253189982,12.4568479760163,38.1530077655089
2020-09-09,63.5248507923292,12.0798891126034,37.0004813003706
2020-09-10,57.9676802800918,11.2739040212865,35.1642001842893
2020-09-11,49.724840117333,10.6426536374685,34.2468826093499
2020-09-12,44.0922829251275,9.96246995020888,31.7088947799383
2020-09-13,56.4425368128929,9.34876252030397,30.2870180389604
2020-09-14,61.3622688822394,8.7845404849379,29.5044164587152
2020-09-15,52.6654512887954,8.92786802778103,27.9332294598813
2020-09-16,73.8940925349104,8.4436420663831,26.7973946032433
2020-09-17,63.4428110519018,7.96763906433847,24.871941131725
2020-09-18,55.4503866011023,7.53328298066042,25.8687930397168
2020-09-19,47.8574073597418,7.1388337328976,24.0156930322073
2020-09-20,41.453337073248,6.87568710746831,22.2144707279874
2020-09-21,37.5354811010619,6.75202957087128,21.797792870819
2020-09-22,57.260527671116,8.19429113986599,26.1440757026816
2020-09-23,50.0132701374223,7.73349315157935,24.1534930943876
2020-09-24,46.4865908217118,7.81217908858222,25.7617573806296
2020-09-25,46.0770969314482,8.45557361188321,27.9967970946876
2020-09-26,39.6781114327553,7.96870032793094,25.9688487582238
2020-09-27,38.6859413573624,7.53848726224953,24.0121530061871
2020-09-28,33.3244271911907,7.16348125623956,22.3331354043868
2020-09-29,29.6256918973424,6.8503150225933,20.7691515472909
2020-09-30,32.0570283785415,6.63460652335996,19.4615096203177
2020-10-01,28.0210980978042,6.33922811109551,18.0754652826682
2020-10-02,29.9740311236896,6.21315006644472,17.0767748203782
2020-10-03,26.1005317126998,6.006722824097,16.4245774624233
2020-10-04,23.6627832186837,5.78311937342862,15.3019291076436
2020-10-05,21.5753817989506,5.65534419609105,14.5482417329656
2020-10-06,18.9516065882209,5.53870629986438,13.6030354450174
2020-10-07,18.3747947981583,5.62456122957383,13.896333192301
2020-10-08,16.05543627023,5.42107808712864,13.0013654975338
2020-10-09,14.0519363134108,5.55775641809816,12.6270218419934
2020-10-10,12.9747038390743,5.42380963392407,12.8281622035446
2020-10-11,11.4333220767534,5.59151437576396,12.2195861373572
2020-10-12,10.1220302786043,5.40258026526274,11.5065038570143
2020-10-13,15.7002149368408,5.32434366708466,11.506138667413
2020-10-14,13.8041183766337,5.17391210871177,10.8826609676121
2020-10-15,12.1409656255992,5.01513532113478,10.29360450337
2020-10-16,10.9804972080436,4.892014149038,9.7300314018908
2020-10-17,12.2388364538136,4.96789641420662,10.018222134907
2020-10-18,10.8067964602697,4.82774696773914,9.46860003357604
2020-10-19,9.78489895589041,4.78824268718263,9.41737528929423
2020-10-20,9.64707620142126,4.96483767502078,8.92463618347207
2020-10-21,11.0115097182649,4.88025905365572,9.29997237539325
2020-10-22,10.6437400050843,7.44825121173144,10.5887206471222
2020-10-23,10.666643679714,7.17343556838595,12.2622997221941
2020-10-24,9.46980227553914,6.81396376436336,11.5638602204485
2020-10-25,8.45510153117928,6.59069927754841,10.8931168235021
2020-10-26,8.14359103345188,6.33563885017191,10.486425832123
2020-10-27,8.27158279165962,6.06002770368171,10.8539963189036
2020-10-28,7.70663528050303,6.92149877640467,10.7090932432089
2020-10-29,9.024864232806,7.17079889622051,11.3039810897305
2020-10-30,8.6667859053785,6.88074103347545,10.673783548161
2020-10-31,11.3753919210902,6.56138247426533,10.2528432137546
2020-11-01,10.1228423755024,6.35109299364613,9.68724151093508
2020-11-02,9.01068269844418,6.08482191022075,9.55846700617695
2020-11-03,9.15649402648321,5.98059668975278,9.90575110744996
2020-11-04,10.2519104775369,6.34330552677856,9.41015261766357
2020-11-05,9.12330162727719,6.07443336164727,9.55956076485863
2020-11-06,8.99391109073718,12.1145868259798,9.907079331875
2020-11-07,11.049900316533,11.2887966103227,14.3380761623161
2020-11-08,12.3301672292704,11.7273524233788,14.4635729158375
2020-11-09,11.2927878919115,11.9817635610762,14.6170451484528
2020-11-10,10.1984196593419,11.2144814097894,14.0399322365046
2020-11-11,9.07351294527458,10.4696394804728,13.2053641418619
2020-11-12,8.22894581121935,10.1857163588465,12.9106488999902
2020-11-13,7.70642028280604,10.384376658072,12.1124784707067
2020-11-14,7.23884460396842,9.71365780669464,11.7738151567775
2020-11-15,6.69732908550983,9.23246561260487,11.7755510294542
2020-11-16,6.29838576560629,8.73681870680913,11.7556661160894
2020-11-17,5.81305736939303,9.42928851726704,11.4574131173001
2020-11-18,5.87256424018974,10.6383393384004,12.0535511027944
2020-11-19,5.80719704327934,9.95128343149904,11.3884355686199
2020-11-20,5.34480786653495,9.318184760191,10.9718065443887
2020-11-21,5.94310372552273,10.0237534061259,14.5115415389187
2020-11-22,9.15649498344842,9.39388304154594,18.1926873193952
2020-11-23,8.45137047971472,8.86892189436513,17.2218339683193
2020-11-24,8.69703821761559,8.34544458498709,20.8524986472633
2020-11-25,19.3540280242389,9.40158053087118,19.3322049730343
2020-11-26,24.8565834337236,9.20523634529818,20.412309464181
2020-11-27,38.885811554767,14.6198268625285,26.1692814106026
2020-11-28,33.4721504993615,13.5498995191668,24.2409537302969
2020-11-29,29.6030525055162,13.2303213290603,23.268739787973
2020-11-30,26.8814644434187,12.6955562793171,24.9294783673598
2020-12-01,26.0996928755933,16.2734290318698,26.5690354685696
2020-12-02,24.9283286301602,16.6008915335692,26.5640865216125
2020-12-03,21.6054015144644,15.5594591445415,24.7136011736826
2020-12-04,18.9508130813034,14.4261489603675,23.4441678742679
2020-12-05,21.0818090683905,14.398773920415,26.4506616451283
2020-12-06,18.7243735600013,13.5689376916518,25.7637503531288
2020-12-07,16.4096029456498,12.671483635979,23.8612495568118
2020-12-08,14.4325929537821,11.8634565671144,22.3552647610801
2020-12-09,18.0173288125555,12.4961212459838,23.7510236940526
2020-12-10,15.853988112366,11.6351220313101,22.451892289232
2020-12-11,14.2837781100258,10.9787159996423,21.2074420037158
2020-12-12,12.9146930975536,10.3863642928256,20.2696202051388
2020-12-13,12.3220506907289,10.6973156644059,19.8975856522314
2020-12-14,12.5304573909377,10.2219671173392,19.5216379412709
2020-12-15,12.3124610367619,9.58747120111578,18.1431412001575
2020-12-16,11.2965237311216,9.0191481822017,16.8751970203153
2020-12-17,11.3382052506638,13.9092324975409,19.7782189621744
2020-12-18,10.212207382446,15.6241242263449,18.3800893757971
2020-12-19,9.68097916590981,14.4564708158616,17.1402280698252
2020-12-20,15.8149218465074,13.9745284830996,15.9819584477522
2020-12-21,15.3584670889154,13.0971518493852,15.4849636211699
2020-12-22,19.8276208290366,12.861597412341,16.1358834544486
2020-12-23,19.1148141568612,13.0459658694343,16.1282554592932
2020-12-24,23.5999292951993,12.4921756020466,19.8985538954013
2020-12-25,21.9179372929877,11.7015012517642,19.3042546807216
2020-12-26,19.7490261925974,12.0798070620695,18.3979090297479
2020-12-27,17.3962970489283,14.2266787238741,17.2488705114274
2020-12-28,15.1928486556984,13.2812902439803,19.1636956530043
2020-12-29,18.8890431779934,13.0823499572236,21.0380053915657
2020-12-30,26.7321925235121,12.2843128081657,19.5357725626022
2020-12-31,23.6195907476841,13.380645952943,18.8319921473596
2021-01-01,21.4207644434484,12.4116471014655,18.043680788751
2021-01-02,18.6783493731084,11.5953815058393,16.9340999955223
2021-01-03,16.4321027218063,16.0840483733926,18.1616714496495
2021-01-04,21.8958147959873,15.1373505267917,53.813711516773
2021-01-05,19.0217503172326,14.1222136880654,53.773628824401
2021-01-06,16.8690980831826,15.820335192134,51.7919916317961
2021-01-07,14.8436033727045,18.6168452182228,53.5167685799403
2021-01-08,14.1702532348289,20.271987482574,49.1685400134695
2021-01-09,13.5938571650481,18.9952783947038,45.2089396502844
2021-01-10,13.1535453265995,17.6716111418891,42.6769799585616
2021-01-11,13.0414257218347,17.60274632142,39.3109616403565
2021-01-12,28.144614468079,19.9105488212784,50.8555000500158
2021-01-13,24.4357477484252,19.916469566106,48.1898607668304
2021-01-14,24.05218500757,23.8697918000645,48.0330063632437
2021-01-15,23.4971973396581,23.1797582103187,49.1391746462091
2021-01-16,21.1215547442376,23.6165067644794,46.8498907763739
2021-01-17,21.8585863777987,21.9420133893971,44.6787765741051
2021-01-18,24.6471843921764,20.1179719317497,41.1232655668841
2021-01-19,21.4560847840939,18.8570627258112,38.2316301875539
2021-01-20,24.9622216689165,17.6766873998584,39.5041304352473
2021-01-21,21.6649375652098,16.3280037232828,36.3696933272466
2021-01-22,32.5716393459895,27.8013384937599,66.1420908322891
2021-01-23,31.1485280015577,27.3902025805503,66.8646649651869
2021-01-24,26.8936467703203,25.3781931967896,61.2482713928224
2021-01-25,23.8287683234994,23.2374831077659,66.6989274383827
2021-01-26,20.6610348912421,21.3205597687156,62.7275257171001
2021-01-27,17.9754517570203,19.557469271196,58.1470618782474
2021-01-28,16.5750569190863,20.8603367920805,60.0569843089449
2021-01-29,16.2393466421292,24.4365748805566,58.2535881461667
2021-01-30,14.2962761516928,22.7480201129393,54.2161465025362
2021-01-31,14.9926436476573,20.842393807376,49.7206650754419
2021-02-01,13.2537071910166,19.8960382494972,47.1825783209104
2021-02-02,41.2974780682096,18.3424468405503,44.6639316392631
2021-02-03,35.5168991760279,19.5699671099222,49.2282858130849
2021-02-04,31.049161821825,20.2884519437425,51.509751445846
2021-02-05,33.5979922403722,18.8072124636783,48.4839621789792
2021-02-06,81.0768789829451,18.1564471114497,48.7923578830623
2021-02-07,79.8006324753609,17.4298343098004,44.852096981471
2021-02-08,73.1960095548558,16.141642446363,42.2545252506861
2021-02-09,92.6159763879686,34.2612678425122,42.7361690724078
2021-02-10,207.609920392314,31.2138297442865,39.3393503554846
2021-02-11,235.96374111335,28.7862713578385,36.2003899915493
2021-02-12,201.868134898501,30.176318508765,34.4959350666215
2021-02-13,183.142785768067,27.8293871051797,32.0624193432528
2021-02-14,156.560664760604,25.4274005393344,29.5560998149434
2021-02-15,133.797306489761,23.7095048946599,27.3643996408334
2021-02-16,116.701570169688,21.9062724839389,25.4255231401943
2021-02-17,99.6900204552544,20.3989591038743,23.5029484293464
2021-02-18,162.12451233435,20.7504473506182,22.5421448561754
2021-02-19,185.930765157878,19.0490353726328,23.5933865206027
2021-02-20,568.077164005719,23.0394582762063,22.2280588814158
2021-02-21,557.797729866076,21.2934032108607,20.7001245165365
2021-02-22,497.343585017159,19.6194155470623,19.3400490470588
2021-02-23,433.93566592227,20.0185497756709,21.9610207659386
2021-02-24,402.74890214376,26.1128299112196,32.0496299761925
2021-02-25,351.955507515628,23.9045294292527,29.7364961600509
2021-02-26,307.261297211015,23.5239631511805,32.5459826267592
2021-02-27,267.793715656111,21.9414721139218,30.8079913748724
2021-02-28,228.212165455276,20.1626843236958,28.4054785672122
2021-03-01,201.297447991715,18.8047043294388,26.7083252638005
2021-03-02,218.653556775551,22.4777133964781,30.9322341486313
2021-03-03,189.523083524501,20.7646443447077,29.8169154916844
2021-03-04,161.565773621262,19.7326926616848,28.9475713184512
2021-03-05,141.06257996386,19.2093557597803,26.9873295039617
2021-03-06,121.149577444018,17.6775155467504,24.9897184528633
2021-03-07,103.409371731208,16.2756305787257,26.8400946417124
2021-03-08,92.8270199246454,16.3872870806052,26.4226531968978
2021-03-09,79.3524157560096,15.6402047500388,27.1506639203095
2021-03-10,120.651251340656,15.9200656680028,25.3478457505318
2021-03-11,104.906713177146,15.043841631631,24.0576218928495
2021-03-12,91.152486922105,14.3299663403682,22.2864840480312
2021-03-13,90.6574565191242,13.3339525037529,21.4407714539284
2021-03-14,79.4424725923941,14.664179099917,23.7743135389088
2021-03-15,71.0013010461427,14.3828629533148,23.0223754835608
2021-03-16,62.9643507248967,15.866133736235,22.1555902920665
2021-03-17,54.10569275713,14.9719134164986,20.5416583308219
2021-03-18,48.7642705576261,14.5359456492435,19.0957438919421
2021-03-19,43.1308730181949,13.7985327893039,18.2546768311141
2021-03-20,37.0735384066993,12.7888164859812,17.1186411345458
2021-03-21,31.937736799797,11.8721221037392,15.9354651565165
2021-03-22,27.5562349860866,11.1839399887031,14.999315289218
2021-03-23,26.040843412265,12.7897035550421,16.559564932794
2021-03-24,22.5501781670225,11.8747210252378,15.5023290650178
2021-03-25,20.7933876081261,12.1259791519913,16.6382549695959
2021-03-26,23.8813428674354,11.6251769820843,15.4950296329977
2021-03-27,29.461963640899,13.8131312668471,17.389723439262
2021-03-28,30.0911756417355,12.9685219542667,16.2685011950625
2021-03-29,25.9866147305269,12.0336303493206,15.28094146151
2021-03-30,23.2033241831802,11.784674927767,17.8745801184749
2021-03-31,40.8542741204062,11.2697318741338,16.7775438606091
2021-04-01,35.7426554127193,10.5122567205893,17.3483378781626
2021-04-02,43.8117153745858,9.82119484258245,16.5371621692143
2021-04-03,38.0496247239497,9.25249270674085,21.0206104539589
2021-04-04,36.299075771429,9.2118526896155,21.7674402074396
2021-04-05,38.7882657444722,8.78444250755227,20.6674906047814
2021-04-06,38.0155236113008,8.49916643456009,19.4529169138582
2021-04-07,44.8694942049957,8.23436524365835,18.0716453538748
2021-04-08,44.4776460633499,8.40849319347396,19.8294382750635
2021-04-09,52.1308933553713,8.51338782667879,20.1272638021259
2021-04-10,55.3438220884944,8.0441843266265,18.672028913751
2021-04-11,49.8968210793867,8.1640303171908,18.2733537211337
2021-04-12,59.6177554979612,7.71783583534258,17.042638009759
2021-04-13,75.6454524720871,7.30585380131365,15.8631455721516
2021-04-14,71.4559337191941,9.65736684246919,19.4731059960874
2021-04-15,61.3761631973474,9.19017706801467,19.6684328740453
2021-04-16,52.9924540059496,8.65629834363724,19.1421472283627
2021-04-17,51.7553183274619,8.71884967749959,18.8072924779324
2021-04-18,44.439046035385,8.67723218644885,19.2945329776924
2021-04-19,44.5429068175209,11.2718294256627,18.9013500386785
2021-04-20,40.3147571407664,10.5891630316249,18.5293068917235
2021-04-21,66.9405417957348,10.0031209069909,21.3302645304741
2021-04-22,63.105571753291,10.3049167546908,20.2253077401303
2021-04-23,63.2110345928753,10.7003075506006,18.9107354191881
2021-04-24,55.6640006993287,10.0800220206538,17.7385552726478
2021-04-25,52.1154984647624,9.71822522742411,19.5274946456732
2021-04-26,44.8161609094748,9.59137476027203,19.1968947495668
2021-04-27,43.1139312716001,15.5482735576361,23.8078267381437
2021-04-28,42.4304277653518,14.5815109996117,23.8724343044652
2021-04-29,36.5598083438614,13.4866757452125,22.9534965751268
2021-04-30,36.5230905376241,12.8612304188593,21.2512701550026
2021-05-01,33.7793396578623,15.9330370300196,19.7881824875419
2021-05-02,29.1468551502857,14.7112482360682,20.5313809302265
2021-05-03,25.1829577091179,13.8387952705946,19.0467259912245
2021-05-04,31.0921914276067,12.8939935114702,34.0601898882617
2021-05-05,40.2882463483421,14.2894043604015,32.749755410435
2021-05-06,38.9371265694438,16.5913912492715,34.4250631769263
2021-05-07,34.294478075265,15.4794388557522,31.7382406537503
2021-05-08,30.1024777661959,14.4263549696372,29.2685403466225
2021-05-09,27.2730023253296,13.6902630326378,35.9316115387516
2021-05-10,24.4264233216269,12.6956738200872,33.1262941954766
2021-05-11,24.2824589775055,12.9349134197304,30.5455806502866
2021-05-12,25.4938863223427,12.1534679559803,30.2945008166997
2021-05-13,41.6200677858539,22.1027416965375,32.7283422971071
2021-05-14,39.5076960606869,20.2648261037103,30.9038967342423
2021-05-15,37.1381917670342,18.6085012933684,33.6226258016439
2021-05-16,37.7421728322125,19.2031012168537,38.5079983556076
2021-05-17,32.542714910387,17.7921157345695,35.885471809369
2021-05-18,41.6743143520012,19.279042607022,38.6803287468582
2021-05-19,36.3039978801092,18.0728252575714,35.8222940159085
2021-05-20,273.903888009173,32.1586637561224,107.495379313434
2021-05-21,252.487692446245,32.2671328088757,103.488311009393
2021-05-22,255.823443039614,33.3177989825973,104.898209396681
2021-05-23,232.112966467257,30.4006804684972,99.7785241431845
2021-05-24,228.547461953537,32.7696817284514,98.7196929022833
2021-05-25,293.923835783887,37.0069468706323,125.377096190199
2021-05-26,250.597367672238,33.7227958538739,116.040155800849
2021-05-27,226.446481640411,31.1134150832849,108.980774648817
2021-05-28,193.442874437148,28.4772453499509,100.878627441914
2021-05-29,185.26012995237,30.4364783540599,104.837838822142
2021-05-30,168.361195765485,28.8332744874381,99.1682526233158
2021-05-31,147.951087596334,26.6614412471527,91.659935559191
2021-06-01,136.144838055376,25.8030852080304,95.7515502346685
2021-06-02,117.397262110343,23.6289797964416,87.7803325062784
2021-06-03,114.723587176822,21.9692333300728,80.8029251062691
2021-06-04,104.956190195857,21.5976402939214,76.5240970139588
2021-06-05,100.656052415637,22.2925450421564,72.3868010001694
2021-06-06,86.1611352339065,21.5686273873609,66.9124996044799
2021-06-07,73.7321419818939,19.8173350416711,61.9932104122951
2021-06-08,76.0029436802565,20.9041146657856,58.2306800455407
2021-06-09,65.9046747882589,19.2387940394837,54.4767182066353
2021-06-10,61.335472030439,25.492350777965,50.8658341709331
2021-06-11,58.0361070071029,23.685542232489,49.1514505931018
2021-06-12,50.6536128730232,21.7620574880991,47.4086927431305
2021-06-13,43.6131301475173,22.029421319611,43.5177110590852
2021-06-14,42.4692699132391,26.2146114112731,42.4964419612151
2021-06-15,36.7807692427907,24.8040532748958,39.5393726146103
2021-06-16,31.864141997397,22.7757935510694,36.5539655199423
2021-06-17,31.9928529775168,22.3823236646868,37.5229334751863
2021-06-18,27.7247401219964,20.6123067765945,34.524972748792
2021-06-19,26.9331051463358,21.4067605206915,34.3410142525713
2021-06-20,23.6141613844254,19.7382691002099,32.4819214109116
2021-06-21,20.6748748070961,18.1313787483265,30.6649707189063
2021-06-22,88.3816235606086,25.7263781209475,49.3627440406818
2021-06-23,79.4857603446842,23.6320490914833,45.6656770782949
2021-06-24,86.8474554187304,22.2202361765436,43.020458173277
2021-06-25,77.5427540659059,21.1104093268428,39.7680124997416
2021-06-26,78.4004977024748,25.1717425686692,43.0354025575934
2021-06-27,67.3238770461642,23.2015412105348,39.5517338795319
2021-06-28,59.4712324226828,24.4231987783741,40.5567273989943
